season,team,position,depth_chart_position,jersey_number,status,player_name,first_name,last_name,birth_date,height,weight,college,player_id,espn_id,sportradar_id,yahoo_id,rotowire_id,pff_id,pfr_id,fantasy_data_id,sleeper_id,years_exp,headshot_url,ngs_position,week,game_type,status_description_abbr,football_name,esb_id,gsis_it_id,smart_id,entry_year,rookie_year,draft_club,draft_number,age
2026,CAR,DB,CB,24.0,ACT,Will Lee III,Will,Lee,2003-04-09,73.0,189,Texas A&M; Kansas State,00-0041063,5151083,66c9a85a-9c88-4ddc-883f-c9e9b239cef8,,19577,173110,LeexWi00,26973,13485,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wurwgex2escrqdqmyaeg",,1,REG,A01,Will,LEE752385,62751,32004c45-4575-2385-734b-f4eb40bfbbf4,2026,2026,CAR,129.0,23.0
2026,CAR,WR,WR,17.0,ACT,Xavier Legette,Xavier,Legette,2001-01-29,75.0,227,South Carolina,00-0039342,4430034,0bb0c37c-e76b-4529-92b0-b026be4f7d6c,40890,17734,99197,LegeXa00,25003,11626,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yoyxkitrdqbkhyqncy5p",,1,REG,A01,Xavier,LEG145351,57153,32004c45-4714-5351-c48c-d286b74bea32,2024,2024,CAR,32.0,25.0
2026,CAR,DB,SS,20.0,ACT,Zakee Wheatley,Zakee,Wheatley,2002-02-28,75.0,203,Penn State,00-0041076,4566384,,,19600,145099,WheaZa00,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qvujxg50a70hzrg4luzm",,1,REG,A01,Zakee,WHE088341,62773,32005748-4508-8341-8508-aa9da4586dc8,2026,2026,CAR,151.0,24.0
2026,CAR,DB,FS,32.0,DEV,Zion Childress,Zion,Childress,2002-01-21,71.0,195,Kentucky; Texas State-San Marcos,00-0040044,4685841,,,18807,121963,ChilZi00,,,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rfj8pmex9tjxqayn0maz",,1,REG,P01,Zion,CHI409665,58489,32004348-4940-9665-71d3-dbf999d44b5b,2025,2025,,,24.0
2026,CHI,DB,FS,26.0,CUT,Anthony Johnson Jr.,Anthony,Johnson,1999-12-02,72.0,207,Iowa State,00-0038411,4361748,f7bc36e8-7fb8-4d91-8216-f6a3a669f069,40282,17429,76736,JohnAn08,24415,11036,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/eumd6ubnwb6vv2kvh38z",,1,REG,W03,Anthony,JOH789936,56107,32004a4f-4878-9936-25b4-d6b1428e60fb,2023,2023,GB,242.0,26.0
2026,CHI,LB,ILB,30.0,CUT,Antonio Grier Jr.,Antonio,Grier,2000-01-18,73.0,230,Arkansas; University of South Florida,00-0039587,4360864,07c08e00-0707-11ef-ba08-630d43080ab3,,18397,77185,GrieAn00,25482,11986,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fa6kewlf3j1oaqz1xvfd",,1,REG,W03,Antonio,GRI022416,57707,32004752-4902-2416-2a9b-683d624f2472,2024,2024,,,26.0
2026,CHI,DL,DE,94.0,ACT,Austin Booker,Austin,Booker,2002-12-14,78.0,245,Kansas; Minnesota,00-0039840,4683553,e062739b-9948-47aa-aa50-604483c45b8b,,17839,144990,BookAu00,24942,11760,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s5th0pr4mxfyrdrnlm79",,1,REG,A01,Austin,BOO005373,57265,3200424f-4f00-5373-700b-a9f16bc56e46,2024,2024,CHI,144.0,23.0
2026,CHI,DB,CB,25.0,RES,Beanie Bishop Jr.,Shannon,Bishop,1999-12-17,70.0,184,West Virginia; Minnesota; Western Kentucky,00-0039454,4363052,c20acbf0-04f9-11ef-8561-b171b26383e5,,17933,83459,BishBe00,25417,11860,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/anm9je7buxcrhnwuxspo",,1,REG,R40,Beanie,BIS687116,57568,32004249-5368-7116-3787-b146f5a6914c,2024,2024,,,26.0
2026,CHI,LS,LS,45.0,ACT,Beau Gardner,Beggs Barnum,Gardner,2001-12-26,77.0,250,Georgia; UCLA,00-0041167,,,,,,,,,0,,,1,REG,A01,Beau,GAR154446,63234,32004741-5215-4446-3c38-f6ceeb482cb2,2026,2026,,,24.0
2026,CHI,OL,T,70.0,ACT,Braxton Jones,Braxton,Jones,1999-03-27,77.0,303,Southern Utah State,00-0037081,,,,,,,,,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/stxk7iiyyth2cs4hzm8r",,1,REG,A01,Braxton,JON103812,54633,32004a4f-4e10-3812-6017-fb2a329c4c5b,2022,2022,CHI,168.0,27.0
2026,CHI,RB,RB,38.0,RES,Brittain Brown,Brittain,Brown,1997-10-10,73.0,205,UCLA,00-0037329,4036032,387c8819-5892-4528-ac33-0ec72b24cc2f,34206,16294,40399,BrowBr06,23632,8423,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xo28viloq6rjkgca3gpz",,1,REG,R01,Brittain,BRO277743,54715,32004252-4f27-7743-fcbe-008b65b9b8ef,2022,2022,LV,250.0,28.0
2026,CHI,LB,ILB,47.0,DEV,Buddy Johnson,Buddy,Johnson,1999-02-27,74.0,240,Texas A&M,00-0036870,4240900,11e6adfb-8144-4990-adc2-bfcfe905889b,33528,15374,58189,JohnBu01,22861,7704,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/aa4htfuz4uxcprkmmvii",,1,REG,P07,Buddy,JOH086666,53569,32004a4f-4808-6666-f32e-28959e6114ac,2021,2021,PIT,140.0,27.0
2026,CHI,OL,G,76.0,DEV,Caden Barnett,Caden,Barnett,2003-05-22,76.0,320,Wyoming,00-0041164,,,,,,,,,0,,,1,REG,P01,Caden,BAR401336,63231,32004241-5240-1336-b92a-ac9d1357f69b,2026,2026,,,23.0
2026,CHI,K,K,8.0,ACT,Cairo Santos,Cairo,Santos,1991-11-12,68.0,173,Tulane,00-0031203,17427,d96ff17c-841a-4768-8e08-3a4cfcb7f717,28227,9633,8932,SantCa01,16301,2020,12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tz5ecjri52gwpoo9s7be",,1,REG,A01,Cairo,SAN796299,41991,32005341-4e79-6299-852e-b177eee92780,2014,2014,,,34.0
2026,CHI,QB,QB,18.0,ACT,Caleb Williams,Caleb,Williams,2001-11-18,73.0,226,USC; Oklahoma,00-0039918,4431611,49d4b627-3f19-49a8-ae33-f539e0fb1f88,40900,17695,144622,WillCa03,24927,11560,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h4qs11kutwiw7whekmyt",,1,REG,A01,Caleb,WIL176897,57122,32005749-4c17-6897-a516-9754023602e6,2024,2024,CHI,1.0,24.0
2026,CHI,DB,FS,21.0,ACT,Cam Lewis,Cameron,Lewis,1997-04-13,69.0,185,Buffalo,00-0035357,3916577,d5dee97b-aa96-4fa6-868f-b6dc1f66245c,32416,14253,49395,LewiCa00,21216,6314,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/daximpzohtbyuaxvak82",,1,REG,A01,Cameron,LEW089606,48487,32004c45-5708-9606-6b0a-fbc9630aa26d,2019,2019,,,29.0
2026,CHI,QB,QB,11.0,ACT,Case Keenum,Casey,Keenum,1988-02-17,73.0,220,Houston,00-0028986,15168,1b3d350a-478b-4542-a430-d12cc96adc22,26483,8065,7323,KeenCa00,15694,1737,14,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/weixhyzal4ntsyszyepu",,1,REG,A01,Case,KEE690598,38937,32004b45-4569-0598-1a82-7cad5305e148,2012,2012,,,38.0
2026,CHI,OL,T,72.0,DEV,Christian Jones,Christian,Jones,2000-05-12,77.0,312,Texas,00-0039382,,,,,,,,,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/locueq7oqn5qnsotygoy",,1,REG,P01,Christian,JON162388,57283,32004a4f-4e16-2388-f691-24ec23907fd5,2024,2024,AZ,162.0,26.0
2026,CHI,DB,CB,20.0,ACT,Clark Phillips III,Clark,Phillips,2001-12-19,70.0,183,Utah,00-0038568,4429067,7553d094-7584-41bd-96f4-6b122a60c13b,40146,16707,131871,PhilCl00,24099,10954,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vbeop7m7ptjwtlm3cgqh",,1,REG,A01,Clark,PHI672138,55978,32005048-4967-2138-705f-d3b4ab36a39f,2023,2023,ATL,113.0,24.0
2026,CHI,DB,FS,2.0,RES,Coby Bryant,Coby,Bryant,1999-03-29,73.0,198,Cincinnati,00-0038136,4239094,e3de03f1-d749-4232-bf98-5ab9ba36df65,34065,16070,55088,BryaCo01,23423,8293,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kfojqisbt4anuiecraw5",,1,REG,R01,Coby,BRY315524,54574,32004252-5931-5524-34ba-e97d65e0393c,2022,2022,SEA,109.0,27.0
2026,CHI,TE,TE,85.0,ACT,Cole Kmet,Cole,Kmet,1999-03-10,78.0,258,Notre Dame,00-0036290,4258595,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,32713,14436,60995,KmetCo00,21772,6826,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ysnui8mzlu2fo70ub0yt",,1,REG,A01,Cole,KME200895,52451,32004b4d-4520-0895-f027-61d779beeff4,2020,2020,CHI,43.0,27.0
2026,CHI,TE,TE,84.0,ACT,Colston Loveland,Colston,Loveland,2004-04-09,78.0,245,Michigan,00-0040126,4723086,62cd2cd5-8b40-4ee6-bfb8-0083edd105a2,,18460,158540,LoveCo00,25869,12517,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cnxiyi76jeahgx94nh6d",,1,REG,A01,Colston,LOV456221,58212,32004c4f-5645-6221-1f26-a303114b69f8,2025,2025,CHI,10.0,22.0
2026,CHI,RB,RB,4.0,ACT,D'Andre Swift,D'Andre,Swift,1999-01-14,68.0,204,Georgia,00-0036275,4259545,cc4b5f58-a11c-4450-a1df-617ad88336e4,32705,14394,57212,SwifDA00,21684,6790,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/owpmwzoilitcodc6cmxo",,1,REG,A01,D'Andre,SWI228476,52443,32005357-4922-8476-53db-e64aaf6e01f5,2020,2020,DET,35.0,27.0
2026,CHI,LB,OLB,48.0,ACT,D'Marco Jackson,D'Marco,Jackson,1998-07-20,73.0,230,Appalachian State,00-0037271,4241007,64326335-69b6-4dff-9e02-42b8e2a5bd8d,34117,16215,57691,JackDM00,23446,8367,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bwbialh78nao9svr8jqn",,1,REG,A01,D'Marco,JAC133001,54626,32004a41-4313-3001-24a4-1923581d0f43,2022,2022,NO,161.0,28.0
2026,CHI,DB,CB,37.0,RES,Dallis Flowers,Dallis,Flowers,1997-06-04,73.0,190,Pittsburg State (KS),00-0037395,4917592,3a886c50-d3a0-11ec-96a0-c3471a31202c,34503,16547,156091,FlowDa00,23677,8833,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gzmnysc6ars1fshia3kt",,1,REG,R01,Dallis,FLO320115,54980,3200464c-4f32-0115-6211-30fcc43a9886,2022,2022,,,29.0
2026,CHI,DL,DE,92.0,ACT,Daniel Hardy,Daniel,Hardy,1998-12-15,74.0,255,Montana State,00-0037843,4365629,a4ff5690-ba65-4edf-b97b-b001667e1bc5,34191,16287,91336,HardDa01,23625,8520,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z0xxyyeoreq9hcnvllfv",,1,REG,A01,Daniel,HAR091976,54700,32004841-5209-1976-1e8c-a0462f3fbfcd,2022,2022,LAR,235.0,27.0
2026,CHI,OL,T,58.0,ACT,Darnell Wright,Darnell,Wright,2001-08-10,77.0,325,Tennessee,00-0038932,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lyx4zcnkzewtzqxi7lvh",,1,REG,A01,Darnell,WRI153639,55874,32005752-4915-3639-216c-bcc7afd9f5d5,2023,2023,CHI,10.0,25.0
2026,CHI,DL,DE,55.0,ACT,Dayo Odeyingbo,Dayo,Odeyingbo,1999-09-24,77.0,280,Vanderbilt,00-0036480,4242659,994f3d7b-1f01-45fe-ba66-4d853d4b09fb,33442,15227,56923,OdeyDa00,22874,7649,5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h0brx6vrdusdxl6fkxgv",,1,REG,A01,Dayo,ODE707589,53483,32004f44-4570-7589-a1e8-0c8ad4945469,2021,2021,IND,54.0,26.0
2026,CHI,DB,CB,37.0,DEV,Deantre Prince,Deantre,Prince,2000-10-12,72.0,185,Mississippi,00-0039378,4428283,67a075f3-e687-47f5-a153-a0eda2a26fd6,,17986,98888,PrinDe01,25156,11772,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dv5t8emszxwqvtgnsak3",,1,REG,P06,Deantre,PRI482851,57274,32005052-4948-2851-1c04-c2f11bebd082,2024,2024,JAX,153.0,25.0
2026,CHI,LB,MLB,12.0,ACT,Devin Bush,Devin,Bush,1998-07-18,71.0,233,Michigan,00-0035525,4036261,ab5d4d72-fb1c-4aeb-887b-f6ca35f679bf,31842,13461,27375,BushDe01,21054,5843,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yn9buon12abtkbrm9cqm",,1,REG,A01,Devin,BUS231883,47793,32004255-5323-1883-1a34-05cf13caa3d4,2019,2019,PIT,10.0,28.0
2026,CHI,DB,SS,31.0,ACT,Dillon Thieneman,Dillon,Thieneman,2004-08-08,72.0,201,Oregon; Purdue,00-0041538,4954445,,,19410,174971,ThieDi00,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hyl3qlps5bwhwvklhf2j",,1,REG,A01,Dillon,THI666823,62647,32005448-4966-6823-396e-49f496f38c4d,2026,2026,CHI,25.0,22.0
2026,CHI,DB,CB,27.0,RES,Dontae Manning,Dontae,Manning,2001-09-27,70.0,190,Oregon,00-0040550,,,,,,,,,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/duyp9cxrllwfqad4briv",,1,REG,R01,Dontae,MAN469676,58996,32004d41-4e46-9676-7dde-1ed83b118d3c,2025,2025,,,24.0
2026,CHI,DB,FS,22.0,ACT,Elijah Hicks,Elijah,Hicks,1997-09-16,71.0,200,California,00-0037096,4242402,85ad179c-3812-4070-a6eb-28f33b9b2d0d,34210,16296,55584,HickEl00,23633,8509,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/derzi6ubb6maw5nokejr",,1,REG,A01,Elijah,HIC441890,54719,32004849-4344-1890-2244-3e3ca04c5508,2022,2022,CHI,254.0,28.0
2026,CHI,OL,C,67.0,ACT,Garrett Bradbury,Garrett,Bradbury,1995-06-20,75.0,305,N.C. State,00-0035588,,,,,,,,,7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lpe4jgum1im7luvecrc4",,1,REG,A01,Garrett,BRA092951,47801,32004252-4109-2951-18e8-697b9ff5297c,2019,2019,MIN,18.0,31.0
2026,CHI,DL,DT,50.0,ACT,Grady Jarrett,Grady,Jarrett,1993-04-28,73.0,294,Clemson,00-0031583,2576492,e1fe1900-fae3-414e-8530-55eece80471f,28525,10458,9570,JarrGr00,17059,2592,11,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cchbtgvedcufwteb6dip",,1,REG,A01,Grady,JAR254349,42480,32004a41-5225-4349-33b2-d2f5008fd3a4,2015,2015,ATL,137.0,33.0
2026,CHI,TE,TE,43.0,RES,Hayden Large,Hayden,Large,2002-03-27,76.0,250,Iowa,00-0041170,,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gbhffvvzh3nnzpno5hhw",,1,REG,R01,Hayden,LAR103821,63237,32004c41-5210-3821-aea6-a1bc8c6792e3,2026,2026,,,24.0
2026,CHI,WR,WR,83.0,DEV,JP Richardson,John Paul,Richardson,2002-03-23,71.0,195,TCU; Oklahoma State,00-0040275,4685183,46e7a540-22fa-11f0-9b1e-5bbc697f9f6c,,18940,144650,RichJP00,26375,12746,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wsnuaqx6jbadrinmo1z2",,1,REG,P01,J.P.,RIC563798,58711,32005249-4356-3798-273c-dc0b7fd7c11e,2025,2025,,,24.0
2026,CHI,LB,OLB,57.0,ACT,Jack Sanborn,Jack,Sanborn,2000-07-29,74.0,232,Wisconsin,00-0037109,4372576,506e9f50-ce08-11ec-9598-03840dd5f387,34370,15914,82566,SanbJa00,23544,8363,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uo386zqnsqbvqzqbm7t2",,1,REG,A01,Jack,SAN047762,54781,32005341-4e04-7762-4775-97edb77192d7,2022,2022,,,26.0
2026,CHI,WR,WR,9.0,ACT,Jahdae Walker,Jahdae,Walker,2002-07-05,75.0,205,Texas A&M; Grand Valley,00-0040277,5160110,46352a70-25f5-11f0-83f2-77ca9eeac893,,18938,175944,WalkJa03,26476,13079,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cr13mo2xrpdkksy8fveq",,1,REG,A01,Jahdae,WAL200149,58713,32005741-4c20-0149-8282-b0dc6b7c74e3,2025,2025,,,24.0
2026,CHI,DL,DE,97.0,ACT,James Lynch,James,Lynch,1999-01-20,76.0,295,Baylor,00-0036337,4259181,ce8b21f7-6f93-40e6-8068-0432e10d855f,32800,14499,56962,LyncJa00,21894,6858,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mmgzvvsxc3nffzkzyidq",,1,REG,A01,James,LYN203895,52538,32004c59-4e20-3895-d596-bf65d3020e46,2020,2020,MIN,130.0,27.0
2026,CHI,DL,DE,59.0,ACT,Jamree Kromah,Jamree,Kromah,2000-06-14,75.0,275,James Madison; Rutgers,00-0039461,,,,,,,,,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/edifmo4lsx8wjr93b0i8",,1,REG,A01,Jamree,KRO422612,57575,32004b52-4f42-2612-12ce-42f4c214f985,2024,2024,,,26.0
2026,CHI,OL,C,64.0,CUT,Jaren Kump,Jaren,Kump,,,320,,00-0041169,,,,,,,,,0,,,1,REG,W03,Jaren,KUM437041,63236,32004b55-4d43-7041-95a8-e0180f83b05e,2026,2026,,,
2026,CHI,DL,DT,91.0,ACT,Jayden Loving,Jayden,Loving,2003-04-08,73.0,317,Wake Forest,00-0041171,,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cocsd3g9llyyzbt1qznb",,1,REG,A01,Jayden,LOV638910,63238,32004c4f-5663-8910-b997-6932876a04f8,2026,2026,,,23.0
2026,CHI,DB,CB,1.0,ACT,Jaylon Johnson,Jaylon,Johnson,1999-04-19,72.0,195,Utah,00-0036292,4243253,99b81b41-fb3b-4650-940b-9cb3770021ba,32720,14627,56259,JohnJa13,22056,6839,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ooazlgwwseozyduthxn6",,1,REG,A01,Jaylon,JOH341277,52458,32004a4f-4834-1277-a78d-0224e4072abc,2020,2020,CHI,50.0,27.0
2026,CHI,DB,CB,33.0,CUT,Jaylon Jones,Jaylon,Jones,1997-10-14,71.0,190,Mississippi,00-0037106,4047655,d2e097f0-ce07-11ec-9598-03840dd5f387,,16423,49374,JoneJa12,23665,8702,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/wdcshvjrfqw2ocj3vtvj",,1,REG,R01,Jaylon,JON449715,54778,32004a4f-4e44-9715-dc83-f5eb77c43e5c,2022,2022,,,28.0
2026,CHI,DL,DE,69.0,CUT,Jeremiah Martin,Jeremiah,Martin,2000-06-10,76.0,267,Washington; Texas A&M,00-0038716,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ekuhmi6hzm0np3nybzgg",,1,REG,W03,Jeremiah,MAR648923,56406,32004d41-5264-8923-6dd4-5ec4d8d8176e,2023,2023,,,26.0
2026,CHI,OL,G,62.0,ACT,Joe Thuney,Joseph,Thuney,1992-11-18,77.0,301,N.C. State,00-0032391,,,,,,,,,10,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fstgjypwv8bcpfaae5mi",,1,REG,A01,Joe,THU198074,43367,32005448-5519-8074-d99e-a02407da902b,2016,2016,NE,78.0,33.0
2026,CHI,OL,G,73.0,ACT,Jonah Jackson,Jonah,Jackson,1997-02-05,75.0,319,Ohio State; Rutgers,00-0036258,,,,,,,,,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dd2w0xyfjzbj4ooxflls",,1,REG,A01,Jonah,JAC273114,52483,32004a41-4327-3114-31f3-a570f5dec407,2020,2020,DET,75.0,29.0
2026,CHI,LB,OLB,57.0,RES,Jonathan Garvin,Jonathan,Garvin,1999-07-28,76.0,250,Miami,00-0036239,4240655,586bc34d-f368-4d82-96b1-816d08fa2837,32912,14365,56703,GarvJo00,21906,6965,6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/blnbflmdlqch2rkzxfr5",,1,REG,R01,Jonathan,GAR731639,52650,32004741-5273-1639-14f1-ac687272b120,2020,2020,GB,242.0,27.0
2026,CHI,OL,G,74.0,ACT,Jordan McFadden,Jordan,McFadden,1999-11-16,74.0,310,Clemson,00-0038595,,,,,,,,,3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qq6khttphfxwahgedbhu",,1,REG,A01,Jordan,MCF112355,56021,32004d43-4611-2355-9a4f-ced5087b9648,2023,2023,LAC,156.0,26.0
2026,CHI,DL,DT,96.0,ACT,Jordan van den Berg,Jordan,van den Berg,2002-04-12,75.0,310,Georgia Tech; Penn State; Iowa Western CC,00-0041110,4875381,,,19745,145085,vandJo00,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/q74hrt6lpzvxpuqrvzov",,1,REG,A01,Jordan,VAN366267,62835,32005641-4e36-6267-1a50-c0be451e3b91,2026,2026,CHI,213.0,24.0
2026,CHI,DB,CB,39.0,ACT,Josh Blackwell,Josh,Blackwell,1999-04-05,71.0,175,Duke,00-0037129,4240459,c218af10-ce17-11ec-bebb-4fec1e38b0e5,,16451,55589,BlacJo00,23656,8714,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/w95cwi511mgmeimkgzyg",,1,REG,A01,Josh,BLA350385,54807,3200424c-4135-0385-1bfd-b61dfb5f22f3,2022,2022,,,27.0
2026,CHI,WR,WR,81.0,DEV,Kaden Davis,Kaden,Davis,1998-09-25,73.0,190,NW Missouri State University,00-0037380,5065495,acb316b0-d24f-11ec-b16e-cf7159baf83d,34569,16472,156151,DaviKa02,23917,8755,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j4pxqpw02oztmctolcdr",,1,REG,P01,Kaden,DAV499575,54965,32004441-5649-9575-a7d8-d9da3c3bbb64,2022,2022,,,27.0
2026,CHI,WR,WR,14.0,ACT,Kalif Raymond,Kalif,Raymond,1994-08-08,69.0,182,Holy Cross,00-0032464,2973405,e0a31d02-9d1c-4dab-adb4-a5d9bbee8b36,29631,11429,11028,RaymKa00,18422,3634,10,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dpdv6dm0almcbjdppizx",,1,REG,A01,Kalif,RAY748263,43584,32005241-5974-8263-1ad0-b2ba085ce237,2016,2016,,,32.0
2026,CHI,DL,DT,93.0,ACT,Kentavius Street,Kentavius,Street,1996-05-08,74.0,287,N.C. State,00-0034320,3116726,eb864600-7562-491a-b7a7-9eb3068dba06,31098,12752,48404,StreKe00,19952,5371,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/svrbvbjq34qrfuqohfkf",,1,REG,A01,Kentavius,STR306064,46197,32005354-5230-6064-3bc7-b37603571d6f,2018,2018,SF,128.0,30.0
2026,CHI,LB,MLB,49.0,ACT,Keyshaun Elliott,Keyshaun,Elliott,2003-12-12,73.0,231,Arizona State; New Mexico State,00-0041085,4911952,dc9e877d-836a-41bd-9ccb-b473d41693b4,,19558,,ElliKe03,27020,13512,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szvuxrjdio44gh3y6h5q",,1,REG,A01,Keyshaun,ELL337677,62788,3200454c-4c33-7677-c358-4bcab30fcacf,2026,2026,CHI,166.0,22.0
2026,CHI,OL,G,60.0,DEV,Kyle Hergel,Kyle,Hergel,1999-10-07,74.0,305,Boston College; Texas State-San Marcos,00-0039624,,,,,,,,,2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hevy4dtaz6yzw9anebpk",,1,REG,P01,Kyle,HER073147,57752,32004845-5207-3147-82e9-4835038418b0,2024,2024,,,26.0
2026,CHI,RB,RB,25.0,ACT,Kyle Monangai,Kyle,Monangai,2002-06-06,68.0,209,Rutgers,00-0040236,4608686,6edec23b-f938-40f7-a151-1db5374880dd,,18520,129891,MonaKy00,25952,12534,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bkkk3uuouhcobydqawro",,1,REG,A01,Kyle,MON116385,58438,32004d4f-4e11-6385-d542-4b47928ce72b,2025,2025,CHI,233.0,24.0
2026,CHI,DB,CB,6.0,RES,Kyler Gordon,Kyler,Gordon,1999-12-17,71.0,200,Washington,00-0038111,4361093,85ce588a-b747-4307-84ee-f987f3abf456,33994,16150,83451,GordKy00,23554,8365,4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/u5s17tjtzqebsl5yicln",,1,REG,R04,Kyler,GOR198616,54504,3200474f-5219-8616-e177-4605181465d0,2022,2022,CHI,39.0,26.0
2026,CHI,OL,C,54.0,ACT,Logan Jones,Logan,Jones,2001-10-29,75.0,299,Iowa,00-0041539,,,,,,,,,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xln1vy146svhdcpqn643",,1,REG,A01,Logan,JON586541,62679,32004a4f-4e58-6541-7133-b900cc32b04c,2026,2026,CHI,57.0,24.0
2026,CHI,OL,G,65.0,ACT,Luke Newman,Luke,Newman,2002-03-03,76.0,310,Michigan State; Holy Cross,00-0040210,,,,,,,,,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xlgbkr42buzxzwulzblx",,1,REG,A01,Luke,NEW435385,58400,32004e45-5743-5385-61d2-a5844cce01f6,2025,2025,CHI,195.0,24.0
2026,CHI,WR,WR,10.0,ACT,Luther Burden III,Luther,Burden,2003-12-12,72.0,205,Missouri,00-0040735,4685278,a4c21977-c9d1-40f8-abee-0862dfab9195,,18548,157170,BurdLu00,26044,12519,1,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iyuwdz7pbowdkwzq2tg5",,1,REG,A01,Luther,BUR035840,58244,32004255-5203-5840-2355-001d8c81311e,2025,2025,CHI,39.0,22.0
2026,CHI,DB,CB,24.0,ACT,Malik Muhammad,Akbar,Muhammad,2004-09-14,72.0,182,Texas,00-0041060,4870953,c056a7c2-d47d-4541-99eb-d747c31420b5,,19583,173165,MuhaMa00,26774,13489,0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rs98wyp3t1ipacwqtvbz",,1,REG,A01,Malik,MUH424065,62746,32004d55-4842-4065-4269-a77ca95368fb,2026,2026,CHI,124.0,21.0
2026,CHI,DL,DE,52.0,DEV,Marcus Davenport,Marcus,Davenport,1996-09-04,78.0,285,Texas-San Antonio,00-0034344,3124058,9c2c9c29-516a-4e0f-8dcd-319291823370,30984,12863,50291,DaveMa00,19835,4965,8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hauze2vwdskhaiqjifk1",,1,REG,P07,Marcus,DAV004893,46083,32004441-5600-4893-5029-0862a4795062,2018,2018,NO,14.0,29.0
2026,CHI,DB,FS,26.0,DEV,Marlen Sewell,Marlen,Sewell,2002-03-15,72.0,205,Vanderbilt,00-0041021,,,,,,,,,0,,,1,REG,P01,Marlen,SEW364952,63102,32005345-5736-4952-a918-e3cd6256c450,2026,2026,,,24.0
